"Gaisano Mall Davao MBI - March 1, 2026",,,,,,,
,,,,,,,
BRAND,THE HEALTHSHOP PRODUCTS,UoM,Content,Ave Unit Cost,Selling Price,QTY,Expiry Date
,,,,,,,
,THS - CHINESE PRODUCTS,,,,,,
OLP,REALMS SUNFLOWER SOAP,BAR,, 125.00 , 125.00 ,9,3/1/26
OLP,REALMS CHARCOAL SOAP,BAR,, 180.00 , 180.00 ,5,2/1/27
OLP,REALMS SUNSCREEN GEL,BOT,, 220.00 , 220.00 ,6,5/1/27
OLP,REALMS SUNBLOCK FACE CREAM,BOT,, 180.00 , 180.00 ,3,5/1/26
OLP,REALMS ACTIV SUNSCREEN TINT,BOT,, 350.00 , 350.00 ,10,2/1/27
OLP,REALMS 24K GOLD SERUM,BOT,, 450.00 , 450.00 ,22,2/1/27
OLP,REALMS VIT C SERUM,BOT,, 325.00 , 325.00 ,5,2/1/27
OLP,REALMS EYE SERUM,BOT,, 425.00 , 425.00 ,20,5/1/27
OLP,REALMS FACIAL WASH GOLD,BOT,, 325.00 , 325.00 ,9,6/1/27
OLP,REALMS FACIAL WASH CLEANSER,BOT,, 275.00 , 275.00 ,7,3/1/26
OLP,REALMS GOLD TONER,BOT,, 380.00 , 380.00 ,12,1/26/26
OLP,REALMS DAILY BRIGHTENING LOTION,BOT,, 475.00 , 475.00 ,9,2/1/27
OLP,REALMS TONIC MIST,BOT,, 220.00 , 220.00 ,31,NO EXPIRY
OLP,REALMS SHAMPOO,BOT,, 350.00 , 350.00 ,4,4/1/26
OLP,REALMS CONDITIONER,BOT,, 350.00 , 350.00 ,3,4/1/26
OLP,REALMS RETINOL 30G SERUM,BOT,,325,325,12,3/1/26
,,,,,,,
,,,,,,,
,LOCAL-LGD,,,,,,
OLP-LGD,THEOBROMA KETOKLENZ MIX,BOT,, 399.00 , 399.00 ,,
OLP-LGD,IMMU KING POSTBIOTIC CAPSULE 60'S,BOT,," 4,800.00 "," 4,800.00 ",,
OLP-LGD,SMH GINGER RUB,BOT,, 125.00 , 125.00 ,,
OLP-LGD,SMH KAPE NATIN,BOX,, 290.00 , 290.00 ,,
OLP-LGD,SMH IYASHI ESSENTIAL SPRAY 10ML,BOT,, 200.00 , 200.00 ,,
OLP-LGD,SMH MG GINGER OIL 100ML,BOT,, 400.00 , 400.00 ,,
OLP-LGD,SMH MG VITMIN JUICE,BOT,, 350.00 , 350.00 ,,
OLP-LGD,SMH ORANGE RUB,BOT,, 150.00 , 150.00 ,,
OLP-LGD,SMH POWER MG PLUS 60S CAPSULE,BOT,, 795.00 , 795.00 ,1,5/1/26
OLP-LGD,SMH VITPLUS CAPSULE,BOT,,290,290,1,
,,,,,,,
,LOCAL-VH,,,,,,
OLP,V-LIFE VITALHERBS 30'S,BOT,, 225.00 , 395.00 ,2,11/1/27
OLP,V-LIFE SLIM POWER 30'S,BOT,, 253.00 , 395.00 ,,
OLP,V-LIFE GLUTA COLLAGEN 60'S,BOT,,242,595,,
,,,,,,,
,CH MIPIACI-LGD,,,,,,
MIPIACI,MIPIACI ORGANIC OAT POWDER 200G,PACK,, 300.00 , 650.00 ,,
MIPIACI,MIPIACI ORGANIC GOLDEN RATIO GREEN POWDER,PACK,, 400.00 , 800.00 ,1,11/25/26
MIPIACI,MIPIACI PREMIUM PURE MATCHA POWDER 50G,PACK,, 120.00 , 250.00 ,,
MIPIACI,MIPIACI ORGANIC SPIRULINA POWDER 100G,PACK,, 300.00 , 500.00 ,,
MIPIACI,MIPIACI ORGANIC CHLORELLA POWDER 100G,PACK,, 230.00 , 500.00 ,2,11/25/26
MIPIACI,MIPIACI GREEN BARLEY GRASS POWDER 30'S,BOX,, 300.00 , 650.00 ,,
MIPIACI,MIPIACI UFT PLUS PANTYLINER 20'S,PACK,, 70.00 , 130.00 ,5,6/1/27
MIPIACI,MIPIACI UFT PLUS PANTYLINER 20'S PC,PC,20, 3.50 , 8.00 ,,
MIPIACI,PROTOP CREAM 10G,TUBE,, 40.00 , 90.00 ,,
MIPIACI,MIPIACI SPIRULINA 1000S,BOT,, 300.00 ," 1,500.00 ",,
MIPIACI,MIPIACI SPIRULINA 1000S PC,PC,1000, 0.30 , 5.00 ,,
MIPIACI,MIPIACI ORGANIC WHEAT POWDER 200G,PACK,, 300.00 , 650.00 ,,
MIPIACI,MIPIACI ORGANIC BALSAM PEAR POWDER 200G,PACK,, 300.00 , 650.00 ,3,1/26/26
MIPIACI,MIPIACI ORGANIC ALFALFA POWDER 200G,PACK,, 300.00 , 650.00 ,,
MIPIACI,MIPIACI ORGANIC KALE POWDER 200G,PACK,, 300.00 , 650.00 ,1,1/26/26
MIPIACI,MIPIACI ORGANIC BUCKWHEAT POWDER 200G,PACK,,300,650,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,PAGKABUHAY,,,,,,
OLP,SAMPAGUITA OIL SMALL 25ML,BOT,, 35.00 , 50.00 ,,
OLP,MENTHOL OIL SMALL 25ML,BOT,, 35.00 , 50.00 ,,
OLP,EUCALYPTUS OIL SMALL 25ML,BOT,, 35.00 , 60.00 ,,
OLP,LUYA OIL SMALL 25ML,BOT,, 35.00 , 60.00 ,,
OLP,E.H HERBAL HEALING OIL ORANGE 50ML,BOT,, 70.00 , 100.00 ,,
OLP,E.H HERBAL HEALING OIL CITRONELLA 50ML,BOT,, 70.00 , 100.00 ,,
OLP,E.H CITRONELLA W/ MENTHOL 100ML,BOT,, 210.00 , 300.00 ,,
OLP,E.H CITRONELLA W/ EUCALYPTUS 100ML,BOT,, 210.00 , 300.00 ,,
OLP,E.H CITRONELLA W/ LAVANDER 100ML,BOT,,210,300,,
,,,,,,,
,CONSIGNMENT,,,,,,
CON,15 IN 1 LIPO GLUTHA COFFEE 150G,BOT,,, 250.00 ,,
CON,15 IN 1 LIPO GLUTHA ICED TEA 150G,BOT,,, 280.00 ,,
CON,15 IN 1 LIPO GLUTHA RED ICED TEA 150G,BOT,,, 250.00 ,,
CON,15 IN 1 LIPO GLUTHA RED ICED TEA 300G,BOT,,, 300.00 ,,
CON,BONNE PURE BARLEY CHOCO FLAVOR 200GRAMS,BOT,,, 310.00 ,,
CON,GAIN MASS SERIOUS 5LBS,BOT,,," 2,850.00 ",,
CON,GARCINIA CAMBOGUIA WITH MAX 30S ,BOT,,," 1,350.00 ",,
CON,L-CARNITINE COFFE 300G,BOT,,, 795.00 ,,
CON,PCOS EVENING PRIMROSE W/ AVOCADO SOFTGEL 100'S,BOT,,," 1,100.00 ",,
CON,PCOS EVENING PRIMROSE W/ AVOCADO SOFTGEL 30'S,BOT,,, 600.00 ,,
CON,SAW PALMETTO PROSTATE MAX 100'S,BOT,,, 895.00 ,,
CON,SAW PALMETTO PROSTATE MAX 30'S,BOT,,, 495.00 ,,
CON,WHEY PROTEIN RIPPED 1.3LBS,BOT,,," 1,395.00 ",,
CON,WHEY PROTEIN RIPPED 5LBS,BOT,,,2850,,
,,,,,,,
CON-LGV,DR HERBS AQUAMINT FRESH POMELO OIL,BOT,,, 150.00 ,23,1/26/26
CON-LGV,DR HERBS AQUAMINT FRESH ORANGE OIL,BOT,,, 150.00 ,4,5/24/26
CON-LGV,HERBARIUM NATURAL ROLL-ON GREEN TEA ,BOT,,, 195.00 ,,
CON-LGV,HERBARIUM ORGANIC OIL PEPPERMINT 60ML,BOT,,, 150.00 ,,
CON-LGV,HERBARIUM BALM LAVANDER VIOLET,BOT,,, 150.00 ,3,2/26/26
CON-LGV,HERBARIUM BALM POMELO PINK,BOT,,, 150.00 ,16,2/26/26
CON-LGV,HERBARIUM BALM TURMERIC YELLOW,BOT,,, 150.00 ,,
CON-LGV,HERBARIUM BALM PEPPERMINT BLUE,BOT,,, 150.00 ,9,2/26/26
CON-LGV,HERBARIUM FRES POMELO MENTHOIL OIL,BOT,,, 150.00 ,3,1/26/26
CON-LGV,HERBARIUM BALM EUCALYPTUS,BOT,,, 150.00 ,,
CON-LGV,HERBARIUM LAVANDER,BOT,,, 150.00 ,1,2/26/26
CON-LGV,HERBARIUM BALM PEPPERMINT,BOT,,, 150.00 ,,
CON-LGV,DR HERBS HERBAL HAPLAS OIL,BOT,,, 195.00 ,5,3/26/26
CON-LGV,HERBARIUM ORGANIC OIL EUCALYPTUS 60ML,BOT,,, 195.00 ,,
,,,,,,,
,,,,,,,
OLP LGD,BELLEVINE AMPALAYA CAPSULE 500MG 100S,BOT,, 75.00 , 280.00 ,,
OLP LGD,BELLEVINE ASHITABA CAPSULE 500MG 100S,BOT,, 75.00 , 280.00 ,1,9/27/26
OLP LGD,BELLEVINE ALINGATONG CAPSULE 500MG 100S,BOT,, 75.00 , 280.00 ,1,1/1/28
OLP LGD,BELLEVINE BANABA CAPSULE 500MG 100S,BOT,, 75.00 , 280.00 ,,
OLP LGD,BELLEVINE BARLEY CAPSULE 500MG 100S,BOT,, 75.00 , 280.00 ,1,1/1/28
OLP LGD,BELLEVINE GUYABANO CAPSULE 500MG 100S,BOT,, 75.00 , 280.00 ,,
OLP LGD,BELLEVINE MANGOSTEEN CAPSULE 500MG 100S,BOT,, 75.00 , 280.00 ,2,1/1/28
OLP LGD,BELLEVINE MALUNGGAY CAPSULE 500MG 100S,BOT,, 75.00 , 280.00 ,,
OLP LGD,BELLEVINE PARAGIS CAPSULE 500MG 100S,BOT,, 75.00 , 280.00 ,,
OLP LGD,BELLEVINE TURMERIC CAPSULE 500MG 100S,BOT,, 75.00 , 280.00 ,,
OLP LGD,BELLEVINE TAWA TAWA CAPSULE 500MG 100S,BOT,, 75.00 , 280.00 ,1,11/1/27
OLP LGD,BELLEVINE SPIRULINA CAPSULE 500MG 100S,BOT,, 75.00 , 280.00 ,,
OLP LGD,BELLEVINE SERPENTINA CAPSULE 500MG 100S,BOT,, 75.00 , 280.00 ,,
OLP LGD,DIVA ORGANIC BARLEY POWDER 50G,BOT,, 90.00 , 280.00 ,,
OLP LGD,BELLEVINE CRANBERRY CAPSULE 500MG 60S,BOT,, 90.00 , 280.00 ,,
OLP LGD,BELLEVINE INSULIN PLANTCAPSULE 500MG 100S,BOT,, 75.00 , 280.00 ,,
OLP LGD,BELLEVINE COLLAGEN CAPSULE 500MG 60S,BOT,, 90.00 , 280.00 ,2,12/1/27
OLP LGD,BELLEVINE GARCINIA CAMBOGIA CAPSULE 500MG 60S,BOT,,90, 280.00 ,1,7/1/27
,,,,,,,
,,,,,,,
,,,,,,,
