Location,Description,Unit,Quantity,Unit Cost,Suggested Price,Total Value
THS - Gmall Davao,NUTRICOST VITAMIN B12 1000MCG METHYLCO 120S,BOT,0.00,456.82,950.00,0
THS - Gmall Davao,NUTRICOST VITAMIN B12 1000MCG METHYLCO 120S PC,PC,0.00,3.81,10.00,0
THS - Gmall Davao,NUTRICOST VITAMIN B12 2000MCG METHYLCO 240S,BOT,0.00,653.66,1.00,0
THS - Gmall Davao,NUTRICOST VITAMIN B12 2000MCG METHYLCO 240S PC,PC,10.00,2.72,10.00,27.200000000000003
THS - Gmall Davao,PURE METHYL B12 SPRAY 1FLOZ,BOT,0.00,817.04,0.00,0
THS - Gmall Davao,SOLARAY B-1 100MG 100'S,BOT,0.00,387.00,725.00,0
THS - Gmall Davao,SOLARAY MAGNESIUM GLYCINATE 350MG 120S,BOT,0.00,716.40,1.00,0
THS - Gmall Davao,SOLARAY MAGNESIUM GLYCINATE 350MG 120S PC,PC,0.00,5.97,15.00,0
THS - Gmall Davao,SOLARAY MAGNESIUM GLYCINATE 350MG 240S,BOT,0.00,1.00,2.00,0
THS - Gmall Davao,SOLARAY MAGNESIUM GLYCINATE 350MG 240S PC,PC,0.00,5.37,15.00,0
THS - Gmall Davao,SOLARAY POTASSIUM 99MG 200'S,BOT,0.00,511.11,1.00,0
THS - Gmall Davao,SOLARAY POTASSIUM 99MG 200'S PC,PC,0.00,2.56,8.00,0
THS - Gmall Davao,SOLARAY ZINC MG 50MG 100'S,BOT,0.00,307.39,995.00,0
THS - Gmall Davao,SOLARAY ZINC MG 50MG 100'S PC,PC,0.00,3.07,12.00,0
THS - Gmall Davao,SWANSON BIOTIN 5000MCG 100'S,BOT,0.00,330.47,850.00,0
THS - Gmall Davao,SWANSON EVENING PRIMROSE 500MG 100S,BOT,0.00,396.01,895.00,0
THS - Gmall Davao,SWANSON GARCINIA CAMBOGIA 60S,BOT,1.00,181.96,445.00,181.96
THS - Gmall Davao,SWANSON L-ARGININE 500MG 100'S,BOT,0.00,251.00,795.00,0
THS - Gmall Davao,SWANSON MELATONIN 3MG 120'S,BOT,0.00,272.08,595.00,0
THS - Gmall Davao,SWANSON MELATONIN 5MG 60'S,BOT,0.00,234.40,595.00,0
THS - Gmall Davao,SWANSON POTASSIUM CITRATE 99MG 120'S,BOT,1.00,288.46,800.00,288.46
THS - Gmall Davao,SWANSON REDUCED L-GLUTATHION DOUBLE STRENGTH 60S CAPS,BOT,0.00,758.75,1.00,0
THS - Gmall Davao,TRACE CONCENTRACE 50ML,BOT,0.00,715.54,1.00,0
THS - Gmall Davao,LE Neoro-Mag Magnesium L-Threonate 90s,BOT,0.00,1.00,2.00,0
THS - Gmall Davao,LE Neoro-Mag Magnesium L-Threonate 90s PC,pc,0.00,19.09,35.00,0
THS - Gmall Davao,NUTRICOST B1 100MG 120S,BOT,2.00,455.00,895.00,910
THS - Gmall Davao,NUTRICOST B1 100MG 120S PC,pc,0.00,3.79,10.00,0
THS - Gmall Davao,SOLARAY POTASSIUM 99MG 100'S,BOT,0.00,304.43,695.00,0
THS - Gmall Davao,SOLARAY POTASSIUM 99MG 100'S PC,pc,0.00,3.04,8.00,0
THS - Gmall Davao,SOLGAR B-1 100MG 100S,BOT,2.00,590.88,995.00,1181.76
THS - Gmall Davao,CALIFORNIA GOLD NUTRITION VIT C1000MG 240'S,BOT,1.00,752.00,1.00,752
THS - Gmall Davao,CALIFORNIA GOLD NUTRITION VIT C1000MG 240'S PC,PC,140.00,3.13,7.00,438.2
THS - Gmall Davao,COLLAGEN COFFEE PREMIUM MIX 10's,BOX,0.00,165.00,275.00,0
THS - Gmall Davao,GREEN COFFEE WITH BUAH MERAH 1O'S,BOX,0.00,165.00,275.00,0
THS - Gmall Davao,TONGKAT ALI STRONG COFFEE 10'S,BOX,0.00,165.00,320.00,0
THS - Gmall Davao,MANGOSTEEN CAPPUCCINO COFFEE 10'S,BOX,0.00,165.00,275.00,0
THS - Gmall Davao,PMS BUAH MERAH 12 IN 1 500ML JUICE,BOT,0.00,165.00,325.00,0
THS - Gmall Davao,SWANSON SAW PALMETTO 540MG 100'S,BOT,0.00,308.48,995.00,0
THS - Gmall Davao,SWANSON SAW PALMETTO 540MG 100'S PC,PC,0.00,3.08,10.00,0
THS - Gmall Davao,SWANSON FLAXSEED OIL 200'S,BOT,0.00,719.00,1.00,0
THS - Gmall Davao,SWANSON FLAXSEED OIL 200'S PC,PC,0.00,3.60,8.00,0
THS - Gmall Davao,SWANSON CHROMIUM PICOLINATE 200'S,BOT,0.00,463.32,1.00,0
THS - Gmall Davao,SWANSON CHROMIUM PICOLINATE 200'S PC,PC,0.00,2.32,7.00,0
THS - Gmall Davao,SWANSON MACA 500MG 100S,BOT,0.00,520.65,1.00,0
THS - Gmall Davao,SWANSON MACA 500MG 100S PC,PC,0.00,5.21,14.00,0
THS - Gmall Davao,SWANSON VITAMIN D3 5000IU 250'S,BOT,0.00,561.63,1.00,0
THS - Gmall Davao,SWANSON VITAMIN D3 5000IU 250'S PC,PC,0.00,2.25,12.00,0
THS - Gmall Davao,SWANSON CHROMIUM PICOLINATE 100'S,BOT,1.00,251.76,795.00,251.76
THS - Gmall Davao,SWANSON CHROMIUM PICOLINATE 100'S PC,PC,0.00,2.52,10.00,0
THS - Gmall Davao,SWANSON CO Q10 100MG 100'S,BOT,0.00,845.20,2.00,0
THS - Gmall Davao,SWANSON CO Q10 100MG 100'S PC,PC,0.00,8.45,22.00,0
THS - Gmall Davao,SWANSON POTASSIUM CITRATE 100'S,BOT,0.00,325.70,800.00,0
THS - Gmall Davao,SWANSON ASHWAGANDA 100'S,BOT,0.00,375.92,995.00,0
THS - Gmall Davao,SWANSON ASHWAGANDA 100'S PC,PC,0.00,3.76,12.00,0
THS - Gmall Davao,SWANSON ALPHA LIFOIC ACID 300MG 60S,BOT,0.00,382.50,500.00,0
THS - Gmall Davao,SWANSON ALPHA LIFOIC ACID 600MG 60S,BOT,0.00,0.00,1.00,0
THS - Gmall Davao,SWANSON E400 MIXED TOCOPHEROLS 100,BOT,0.00,0.00,600.00,0
THS - Gmall Davao,SWANSON QUERCETIN 475MG 60S,BOT,0.00,0.00,500.00,0
THS - Gmall Davao,SWANSON MILK THISTLE 500MG 100S,BOT,0.00,270.04,995.00,0
THS - Gmall Davao,SWANSON MILK THISTLE 500MG 120S,BOT,0.00,492.58,1.00,0
THS - Gmall Davao,SWANSON MILK THISTLE 500MG 120S PC,PC,0.00,4.10,12.00,0
THS - Gmall Davao,SWANSON IPOCITOL 650MG 100'S,BOT,0.00,0.00,0.00,0
THS - Gmall Davao,CRANBERRY 650MG 140,BOT,0.00,1.00,2.00,0
THS - Gmall Davao,CRANBERRY 650MG 140'S PC,PC,119.00,11.43,25.00,1360.17
THS - Gmall Davao,GINKGO BILOBA 120MG 340'S,BOT,2.00,1.00,2.00,2
THS - Gmall Davao,GINKGO BILOBA 120MG 340'S PC,PC,108.00,3.16,9.00,341.28000000000003
THS - Gmall Davao,PROSTATE HEALTH COMPLEX SAW PALMETTO 250'S,BOT,0.00,2.00,4.00,0
THS - Gmall Davao,PROSTATE HEALTH COMPLEX SAW PALMETTO 250'S PC,PC,0.00,8.80,18.00,0
THS - Gmall Davao,VITA HERBS GREEN COFFEE 10'S,BOX,0.00,130.00,250.00,0
THS - Gmall Davao,VITA HERBS INSULIN PLANT COFFEE 10'S,BOX,0.00,135.00,275.00,0
THS - Gmall Davao,VITA HERBS SERPENTINA COFFEE 10'S,BOX,0.00,130.00,295.00,0
THS - Gmall Davao,VITA HERBS MANGOSTEEN GUYABANO COFFEE 12'S,BOX,0.00,100.00,250.00,0
THS - Gmall Davao,VITALABS SUPER FAT BURNER 90'S,BOX,0.00,560.00,1.00,0
THS - Gmall Davao,VITALABS SUPER FAT BURNER 90'S pc,PC,0.00,6.22,15.00,0
THS - Gmall Davao,VITA HERBS BARLEY ORGANIC GRASS COFFEE,BOX,0.00,130.00,295.00,0
THS - Gmall Davao,WINION NAPKIN DAY 8S,PACK,0.00,250.00,320.00,0
THS - Gmall Davao,WINION NAPKIN DAY 8S PC,PC,0.00,31.25,40.00,0
THS - Gmall Davao,WINION NAPKIN OVERNIGHT 8S,PACK,0.00,250.00,320.00,0
THS - Gmall Davao,WINION NAPKIN OVERNIGHT 8S PC,PC,0.00,31.25,40.00,0
THS - Gmall Davao,WINION NAPKIN PANTILINERS 24S,PACK,0.00,365.00,415.00,0
THS - Gmall Davao,WINION NAPKIN PANTILINERS 24S PC,PC,0.00,15.21,18.00,0
